,Gene-Identifier,X211WA,X076ER,X164MY,X331HA,X011DA,X349LE,X288BE,X296NY,X215HE,X092NO,X261EN,X223LI,X154AN,X111MA,X379BA,X035SI,X158KU,X121LE,X183AN,X031ER,X075DA,X136ER,X174HE,X018GU,X142SW,X086LI,X330IG,X172SA,X304VE,X259AB,X376FR,X166JO,X085RY,X040TH,X185NY,X045OL,X372LU,X309EV,X307EG,X087BU,X138BR,X327EN,X319AN,X112FR,X204FA,X188AH,X216AN,X178WA,X281BR,X029AN,X240SM,X225KA,X192LA,X231CA,X132VI,X119AN,X048SA,X318KI,X095NI,X019ER,X380MO,X246TA,X341UL,X243BE,X347JA,X196SA,X325OS,X345VI,X115LU,X157HA,X041LA,X242KR,X377DE,X210NI,X161JO,X374BR,X123ER,X170FA,X028JA,X298LA,X003WI,X036AR,X229LA,X101GL,X049SA,X285FL,X187OL,X202NI,X171SO,X069EK,X373LI,X283AN,X276EK,X258VE,X005JO,X122FO,X282WI,X350JO,X310WI,X297PE,X352AN,X160LU,X027JO,X214WI,X137TH,X284JE,X268AR,X057FR,X191SA,X176TH,X146HO,X360RI,X054BO,X084GE,X213BI,X059HO,X128SA,X024BJ,X264LA,X150JO,X074KA,X072TE,X056EN,X089HO,X262SP,X014ER,X249LU,X126AS,X371AS,X055SV,X081UL,X079JA,X365MA,X275WE,X015HE,X165AN,X221LU,X333SI,X218BE,X260LI,X382GU,X361NO,X113SO,X199PO,X351OL,X356AL,X206RI,X219WO,X117KO,X184LO,X125WA,X063PE,X052ZA,X010BJ,X244SO,X071AV,X342BL,X336MO,X026NA
222,48031_r_at,6.090592,5.81127,6.558802,6.441605,6.902035,6.013314,6.278754,6.878074,6.895677,7.039646,7.143752,7.753694,5.861639,6.377529,6.836959,6.90684,6.378092,6.037979,6.367602,7.172316,5.293957,7.203613,6.468529,7.494047,6.311178,7.392438,6.625117,6.31198,7.312073,7.466743,5.833381,6.20672,6.587969,6.205862,5.761954,5.314204,6.14094,6.175757,6.998858,6.311161,6.150734,6.241046,6.440544,6.297893,5.634617,6.230668,5.82888,6.379599,6.594104,5.257251,5.990604,6.292071,5.167908,6.273294,7.555045,6.639041,6.181323,6.94274,6.058796,6.871585,6.43256,6.330286,6.696335,6.107097,5.860133,6.57283,5.955443,7.143344,6.856943,6.531276,5.896888,5.956186,7.210123,6.524141,6.53638,6.913734,7.061272,5.992706,6.477341,6.547872,6.375982,6.030247,6.316014,6.947981,6.548572,7.592811,6.535605,6.889509,5.873886,5.841071,6.387096,6.455982,5.748298,5.877177,5.864109,5.758068,7.465322,6.280797,6.311649,6.17693,6.722419,7.142898,5.866207,6.247475,6.335518,6.655675,6.589894,6.353573,5.907357,7.020161,6.146383,5.406548,5.722121,5.941602,6.218246,7.187713,7.249116,6.0368,6.737633,5.718512,7.635908,6.650206,6.239753,5.968007,6.517349,6.570243,6.285664,6.286577,5.611709,6.188847,7.127289,6.622975,6.139607,5.680167,6.125823,7.210877,6.16706,6.252012,7.025977,6.74171,6.020959,6.872679,5.73391,6.042923,5.165255,5.917156,6.435904,7.054107,6.261722,6.854125,6.202048,5.968998,5.111798,7.439818,6.379715,6.053265,5.872336,5.124237,7.625102
223,235545_at,3.437735,6.795593,3.614423,6.789918,5.516737,6.673005,6.49819,6.403734,6.76059,4.165792,4.432768,5.687748,6.0996,6.929775,5.293176,5.383784,3.006338,5.221825,6.964619,6.453587,7.094547,5.923318,3.563495,3.606761,6.185595,4.409289,6.078209,5.588172,5.322211,3.419974,6.288415,4.81276,6.125338,6.345649,6.348656,7.265587,6.441782,4.384171,4.478374,5.600243,6.619368,6.886729,6.247044,3.797079,6.363193,5.888247,6.195853,2.782127,5.575666,6.016358,4.964815,5.72038,6.564906,5.480686,5.694554,6.299925,6.911133,2.802995,7.541962,5.987812,6.007661,5.922578,7.506789,5.609558,7.194469,5.925699,6.288007,3.652053,7.318087,6.061511,5.009423,4.839216,5.579748,5.114115,6.084742,5.987778,3.383997,7.679002,7.210373,3.308393,6.396134,5.533651,4.660235,5.728189,6.12322,4.765652,6.897057,5.229452,6.511395,6.745785,6.497536,5.525928,6.329315,6.341175,6.138958,6.578809,6.247834,5.165624,5.480623,5.146983,6.103357,4.401629,6.569347,7.546855,5.861045,5.136726,5.830619,6.670391,3.885496,6.165406,4.467651,5.585599,7.053957,7.014427,5.701505,4.608127,6.781522,6.195009,3.229329,6.508721,3.161518,6.988058,3.956208,6.806073,5.51295,6.362776,6.324756,6.35768,6.557944,4.662203,6.670839,6.078748,6.874567,6.964961,6.961527,5.357479,5.875898,3.541877,5.916835,3.707137,6.604462,5.716979,6.128593,5.363864,7.135933,6.594272,6.601521,6.285576,6.645241,4.909806,6.003482,4.747106,6.941797,5.857706,6.094006,6.522601,5.993094,5.952166,5.677211
224,242725_at,6.953333,6.612657,6.756915,5.522786,7.385238,6.328053,6.678274,6.9422,5.672858,7.404471,6.590163,7.537025,6.286623,5.942178,7.07983,6.969192,6.62272,8.297424,6.416854,6.831325,5.254398,6.891647,7.319627,6.870425,6.118079,7.206482,5.852469,6.901385,7.512791,6.67807,6.448387,7.241402,7.394369,6.171295,7.527588,6.055183,5.928066,6.781192,6.987503,6.442126,7.997607,7.561977,6.100372,5.663449,6.498774,5.921685,6.51614,6.398871,7.080412,8.022542,7.105993,6.954988,4.572162,6.538697,7.349449,7.156442,6.798541,6.717368,7.475875,6.006182,7.033663,7.340395,7.4195,6.577501,6.523776,7.260125,7.214846,6.36431,6.591672,7.118082,7.226639,6.359696,6.912018,6.867252,7.132472,6.723119,6.602873,6.856994,6.814315,6.797954,6.496641,7.466708,6.18335,7.170253,4.46556,6.947432,6.48417,7.324765,7.471742,7.268184,6.762763,7.26647,6.235463,6.603999,6.84067,7.178452,7.509831,6.980366,6.495868,6.902944,6.62524,6.904053,6.846177,6.616145,6.958066,7.224537,6.894834,7.269271,6.768708,6.890794,7.21708,7.298684,6.322306,6.671742,6.667004,7.638114,7.473596,7.468903,5.911082,6.609061,5.195097,7.885652,4.80796,5.379864,6.57621,7.393128,6.810336,7.202049,7.472982,6.693122,7.193264,7.28846,7.280492,7.308348,7.485949,7.301267,7.89119,6.146549,7.078711,6.671097,6.018184,6.784913,6.714622,6.520528,6.853605,6.660335,6.151972,6.611091,6.201579,7.150449,6.96702,6.528736,6.62645,7.237429,5.808577,6.810146,6.81547,7.271399,5.857346
225,225253_s_at,8.123394,7.786998,7.671185,8.894518,7.928031,8.140068,7.647385,8.8182,7.263703,6.870561,7.623659,8.472546,8.726858,7.830731,7.845841,8.364282,7.181557,7.754955,6.807645,7.33188,8.314303,7.625238,7.891937,7.460403,8.629476,7.229732,8.245958,7.846939,8.073136,8.208142,7.610369,7.856739,7.824326,8.707184,8.954653,8.144184,8.189737,7.359341,7.137791,7.939824,7.758657,8.239871,7.80512,7.479895,8.29508,7.932473,8.336875,7.588729,7.454487,8.114514,7.102095,7.158233,8.575733,6.920806,7.474796,8.246545,8.453069,7.736284,7.801785,7.962923,8.117699,7.94288,7.813871,8.005483,8.216962,7.702589,8.457069,7.008661,7.546131,7.767703,7.996795,7.843113,7.355002,8.137726,8.086945,7.543844,7.165241,8.654446,7.410365,7.191786,7.373503,8.489297,8.08868,7.234422,8.103953,8.081663,7.637407,7.887742,9.031986,8.140678,7.976644,7.866331,8.043676,8.809615,8.199175,8.003582,8.152258,9.83292,8.409297,7.954579,7.357939,7.869605,9.263623,8.089599,7.052382,7.985362,8.042565,7.203533,7.403464,7.291163,8.016173,9.078011,8.120718,8.230092,7.78058,7.216336,7.999955,7.985279,7.833124,8.33471,7.474675,8.418274,7.39128,7.979658,7.327007,8.261737,8.52309,7.647836,7.179212,8.288278,6.716485,8.134487,8.172296,8.227593,8.432615,7.315132,8.171092,7.904862,7.242516,7.659533,8.990194,7.266785,8.383513,7.327296,8.141348,9.085763,6.981546,7.246485,8.291923,8.245561,8.048319,7.025017,7.919446,7.818099,8.157554,7.424028,8.332565,8.240969,7.49291
226,208619_at,8.11432,7.551614,8.278913,8.335465,8.289891,8.792251,8.489884,8.212513,8.161141,8.225127,7.776869,8.480906,8.495288,8.320525,8.510678,8.662875,7.98862,8.014489,8.525102,7.709558,9.055081,8.314936,8.046616,8.312993,8.230248,8.034981,8.249056,8.161957,8.280472,8.184491,8.903377,8.55235,8.190777,7.02085,8.661019,7.781285,7.989056,7.669969,8.415329,8.320556,8.582842,8.660092,7.535765,7.874968,8.51446,8.133887,8.472872,8.029384,8.069309,8.709642,8.281199,8.031008,9.285176,8.102212,8.235441,8.380474,8.344557,8.240552,8.838987,9.155733,8.42769,8.741413,8.275476,8.240879,8.326858,8.325377,8.324044,8.45912,7.64058,8.479997,8.312629,7.947408,8.584691,8.083727,8.069159,8.492398,8.313957,8.554483,8.243181,8.403953,8.147494,8.313674,8.111563,8.140574,8.594954,8.696843,8.332093,8.186454,9.42038,8.094113,8.407973,8.311302,8.73433,8.439893,8.223345,8.325436,8.153363,8.655496,8.608743,8.135227,8.370147,7.96601,8.326817,8.76608,8.153978,8.283304,8.094609,8.493701,7.922793,8.446542,8.311281,8.891533,8.334536,8.42611,8.322234,8.342931,7.951735,7.859707,8.227027,8.157215,7.933568,8.451187,8.28017,8.578164,8.307482,7.60384,8.258496,8.443023,8.581662,8.048718,8.53673,8.521651,8.565513,8.465717,8.128654,8.500602,8.159181,7.837647,7.943316,8.347074,7.840626,8.493713,8.534103,7.777707,8.729785,8.345478,8.573989,7.848771,8.516231,8.359952,8.712744,7.861213,8.934326,8.339576,8.326177,8.17656,8.824176,8.943625,8.133879
227,204359_at,7.114647,6.292,7.728441,5.86044,5.869398,7.630776,6.934096,6.348057,6.883281,7.842945,7.238971,6.423198,6.532062,6.816417,7.716395,7.144057,7.742276,7.282257,6.660312,6.704126,6.090217,8.136086,7.527091,6.881994,6.485095,8.105977,7.722208,6.640188,5.974968,6.975705,6.482599,7.943469,8.12403,6.087652,6.369166,5.971093,6.947842,8.139916,8.406321,7.625278,7.083247,5.751655,7.725951,7.089014,7.096311,7.418506,6.673223,6.529552,7.500831,5.766551,8.07138,7.360253,5.994481,7.618439,7.105858,6.142852,6.726084,6.782621,7.347657,5.105046,6.607403,6.383811,7.451217,7.637668,6.474292,7.651022,7.003327,7.070996,6.692501,8.174084,6.91848,6.790041,7.393852,6.989855,6.32606,7.745787,8.035619,6.733887,6.12283,7.104616,6.528518,6.347404,7.721049,6.494485,6.035756,7.265736,6.194525,7.583393,6.295587,7.670444,6.476959,7.617403,4.874403,5.207216,7.110975,6.986866,6.92417,6.565772,6.905643,7.109966,8.114794,6.111644,7.343822,6.464954,8.039508,7.674967,6.872245,7.249025,7.04045,9.181346,8.025556,5.939134,6.642229,6.383078,6.828477,6.952241,5.65406,6.852073,6.664693,6.121105,7.679711,7.131813,8.380515,6.448689,8.126404,7.423149,7.205205,7.236335,5.869964,6.162552,7.615292,7.271848,6.362223,6.250924,6.394112,8.117043,8.336837,6.611089,7.653367,7.919513,6.332186,6.590568,5.998418,7.697689,5.641993,6.064981,7.309399,8.589856,7.163312,7.693899,7.193859,7.056575,5.957262,6.292178,6.202656,6.531974,5.692114,6.30012,6.201981
228,218118_s_at,7.219832,7.238663,7.211358,8.181979,7.713569,7.398605,7.548736,7.531947,6.405496,7.2526,5.92683,6.940154,7.938633,6.882127,7.386535,6.986647,6.602703,7.157367,7.13066,7.058666,7.780536,7.017691,7.60565,6.611263,7.595404,6.944089,7.453885,7.576901,7.852266,7.246281,7.597519,7.550578,7.428819,7.528747,8.001105,8.272895,7.312629,6.766758,7.359885,7.253607,8.092245,8.06677,6.499075,6.839409,7.334832,7.125098,7.456173,7.188635,7.22584,7.933933,6.833882,7.347244,8.412069,7.360656,7.105019,7.58984,8.024423,7.511298,8.011206,7.763308,7.818339,7.010609,7.487688,7.432814,7.648008,7.37421,8.196419,7.052622,7.413304,7.236449,7.437892,7.078242,6.85774,6.730989,7.339435,7.55706,6.789412,8.333316,7.165642,7.448759,7.503682,7.941298,7.223642,7.396993,7.56455,7.063219,7.215026,7.118322,7.921858,8.127683,6.648896,7.749609,7.938957,8.158835,7.758109,8.039894,7.424919,7.455135,7.373733,7.454202,7.562439,7.007548,7.615872,7.347294,6.482921,7.261708,6.809512,7.401502,6.940606,7.247403,7.675474,7.743939,7.056193,7.379317,7.896441,7.415499,8.214112,6.889797,7.57156,7.653816,6.825094,8.078932,7.499465,7.208646,7.639032,7.802075,7.584379,7.099757,7.455011,7.517215,6.560553,7.506697,8.168071,7.736013,7.914765,7.413074,7.587023,7.146818,7.380546,7.371426,7.343028,6.736671,7.834378,6.923897,8.006587,7.934619,7.677818,6.266166,7.616222,7.877364,7.61871,6.616513,7.289604,7.521164,7.614467,7.649763,7.438195,7.920134,6.880621
229,214321_at,6.697259,5.279172,6.799041,5.118901,5.520169,6.136792,5.900834,4.996339,6.581588,7.684429,6.186789,5.616796,5.684836,6.427253,6.848885,6.338368,7.351059,5.952233,8.625047,6.536876,5.281466,7.173342,6.751484,6.357011,5.704638,6.872442,6.003455,5.451515,5.828333,6.384238,5.494857,6.412686,6.630122,5.934329,5.438401,5.320746,5.741938,6.570002,7.788833,6.116153,5.703195,5.339644,9.087894,7.080177,5.232835,6.030687,5.238619,6.014015,5.920666,6.545508,7.521036,6.290047,5.638867,7.584609,6.45583,5.533165,5.956408,5.797125,5.416009,5.347648,5.997462,5.884602,5.681604,6.166643,6.005103,6.004071,5.995662,5.770698,6.036852,7.6187,5.270174,5.622436,6.120375,6.185727,5.38806,6.657457,7.488988,6.060901,5.651855,6.345957,6.005603,5.771852,6.821536,5.836954,5.57991,5.946842,5.661909,7.080775,5.754732,6.022377,5.655988,6.831016,5.088296,5.131437,6.565824,6.288779,7.88465,4.8309,5.876112,5.241768,6.342323,6.019991,6.108234,5.327177,6.341644,6.829758,6.566762,6.940661,6.567062,7.171919,6.015942,5.208155,6.463129,4.981965,5.850156,6.150136,5.606453,6.466193,5.692155,5.343297,6.787677,5.743599,7.264553,6.042856,7.93386,5.688509,5.019034,6.6109,6.676494,6.035285,6.496259,7.232114,5.420939,5.26651,5.132745,8.089838,6.180862,5.940464,6.395773,6.681178,4.927577,6.140405,4.99261,5.930158,4.926012,5.541825,7.201165,7.229933,5.798146,6.673392,6.546966,6.416795,4.822975,5.281525,5.588061,5.066466,5.390045,6.32159,5.835922
230,201351_s_at,7.85225,8.374724,8.3046,8.605624,8.766128,8.579468,8.169643,8.795432,7.968688,8.259891,7.902575,8.653102,8.547916,7.876973,8.219769,8.279142,8.120056,8.288447,7.794101,8.420203,8.895487,8.165219,8.300875,8.774095,8.817923,8.020601,8.451463,8.359144,8.499629,8.518491,8.228329,8.686761,8.260962,8.305077,9.080659,9.058401,8.492231,8.132957,8.1657,8.5362,8.500916,9.351152,8.002875,7.958645,8.415015,8.491541,8.598257,8.354972,8.460271,9.491247,8.072541,8.27455,9.151655,8.267298,7.912677,8.394122,8.644404,8.64143,8.290756,8.537264,8.605766,8.739514,8.281279,8.562499,8.35422,8.333001,8.674023,7.462937,8.457699,8.273583,8.857545,8.481822,8.22055,8.214696,8.363546,8.439258,8.054178,9.271074,8.304824,8.19151,8.263228,8.577213,8.560933,8.239207,8.369228,8.759101,8.541206,8.172873,8.484653,8.36015,8.156968,8.544725,8.51312,9.233881,8.461073,8.426985,8.11451,8.367697,8.844049,8.996452,8.249134,7.834757,8.752122,8.258806,7.739746,8.339921,8.462745,8.518663,8.179556,8.076834,8.329207,9.51418,8.596372,8.684245,8.826566,7.735589,8.635936,8.299532,8.381904,8.654335,7.972597,8.804618,8.622754,8.151226,8.240972,8.373431,8.519598,8.183439,8.612185,8.517996,8.061891,8.344463,8.690141,8.839921,8.612062,8.189442,8.422132,8.671202,8.427023,8.266581,8.24193,8.124927,8.763447,8.336007,8.710911,8.560749,8.270125,8.142064,8.664128,8.756754,8.629754,8.216634,8.474308,8.471691,8.65872,8.449726,8.485738,9.487585,8.432569
231,212015_x_at,8.329607,8.450749,8.588902,9.234408,8.552478,8.894202,8.540282,9.068381,8.122321,8.70898,7.997104,8.309232,8.831023,8.384866,8.270409,8.397129,8.458743,8.329556,8.814891,7.90478,8.633605,8.645796,8.634878,8.403864,8.25703,8.72532,8.518924,8.526987,8.17161,8.461575,8.972644,8.808952,8.680797,7.965697,8.57028,8.640613,8.159141,7.793651,8.472133,8.642955,8.669335,9.056087,8.914293,7.938792,8.400099,8.162857,8.83724,8.583935,8.044624,9.101648,8.32454,8.514324,9.030711,7.927708,8.027235,8.751312,9.025858,8.947981,8.628472,9.299874,8.940817,8.74988,9.376524,8.699063,8.393591,8.456419,8.103007,8.876292,8.034776,8.743279,8.232941,8.723628,8.686359,8.12055,8.591058,8.956186,8.912238,8.939474,8.112557,8.775371,9.113867,8.465522,8.069579,8.855094,8.888761,9.11548,8.300235,8.59825,9.027792,8.266864,8.132185,8.759656,9.294261,9.044279,8.344954,7.97107,8.171004,8.406786,8.667445,8.593653,8.941289,8.390351,8.389539,8.487868,7.967365,8.456351,8.376386,8.808437,7.712213,8.709384,8.795482,8.604171,8.491396,8.686038,8.919426,8.650402,9.487347,8.604039,8.807823,8.598084,7.748356,8.884626,8.411724,8.662312,8.807883,8.913478,8.214528,8.376727,9.343987,8.550509,8.376488,8.555668,8.835601,8.822174,9.003029,8.930164,8.840186,8.255952,8.566173,8.214666,8.229651,7.97106,8.778104,8.069572,9.317227,8.825146,8.927311,8.457286,8.807942,8.946098,8.56814,8.340181,8.71433,8.466529,8.861787,8.989044,9.102073,8.998727,8.764681
232,217834_s_at,6.464368,6.471028,6.464099,7.453925,6.781819,7.259545,6.635192,7.213279,6.34053,6.809739,6.461615,6.372854,7.043186,6.025512,6.824591,6.795884,6.414372,6.454378,7.603434,5.879702,7.205701,6.580776,6.699611,6.57946,7.045405,6.547916,6.642711,6.364112,7.081047,6.873957,6.882411,6.502206,6.791503,6.774368,7.166224,7.357217,6.816111,6.43516,6.805181,6.696912,7.111913,8.445924,7.749873,6.560239,7.090277,7.640532,7.190838,6.647222,6.806826,8.169115,6.794097,6.827793,7.372657,6.23321,6.817337,6.661781,7.767164,6.940339,7.441886,7.190031,7.656955,6.457889,7.247372,7.017889,7.268547,6.716572,7.950265,6.684941,7.007822,6.239249,6.756763,7.159999,6.958723,6.61914,7.040779,6.693271,6.282038,7.81886,6.812352,7.217192,6.95688,7.940219,6.995644,6.733085,6.538648,7.164313,7.517943,6.909798,7.28567,7.971569,6.928953,7.153711,7.446352,8.082939,6.394935,6.470275,6.359248,7.148215,6.98523,6.880078,6.896436,6.877773,6.684424,6.908172,6.331448,6.813202,6.458229,7.078403,6.74783,6.536988,6.537799,6.878381,7.208483,7.085012,7.242497,5.776036,8.406311,7.030746,6.935155,6.34444,5.870841,7.086687,6.971084,6.613435,6.848035,7.478081,7.105622,6.242879,7.331216,6.648024,6.773463,6.456403,7.537951,7.387171,8.146152,6.197136,6.91189,7.148444,6.524381,6.891501,7.182809,6.175646,7.025996,6.506464,7.384084,7.426544,6.511345,6.45089,6.982039,7.417028,7.448584,7.037057,7.252819,7.363454,7.443898,6.905652,6.909364,8.309444,6.765417
233,205462_s_at,5.435683,6.064646,6.153867,7.213551,6.442466,6.709282,6.086462,6.58979,6.017663,5.11108,5.483416,5.952862,7.079843,4.506925,6.114534,5.650282,5.804186,5.994689,7.300671,6.170571,7.172895,6.087964,6.033693,5.89479,7.004931,5.839081,5.779273,5.542812,6.190288,6.13589,6.600424,6.625497,5.980412,6.692038,6.609036,6.537806,6.352522,6.26335,5.848543,5.779229,6.020326,7.125226,5.724618,5.525715,6.278986,6.523636,6.418847,5.606373,6.118162,6.884203,6.051004,5.920143,8.142215,5.697657,5.96158,6.385173,6.435137,6.35118,6.686593,6.170006,6.371875,7.373072,6.515132,6.020099,5.877094,5.822413,5.764048,4.205453,7.380074,6.238736,5.973649,5.995413,6.070698,5.934572,5.736549,6.028165,5.756268,5.900351,6.736554,4.828086,6.34859,6.46156,5.734877,6.235077,6.086173,7.278827,7.079782,5.701528,6.590466,6.390224,6.480059,6.570199,6.271581,6.685773,6.432504,6.588473,5.952499,6.789761,5.79036,6.491845,6.09525,5.99831,6.155993,7.682548,6.354704,5.885612,6.036095,6.559878,7.041962,5.87819,5.650338,6.40389,6.465428,6.674398,6.197842,6.021396,3.326679,6.001882,5.961271,6.928371,6.366844,5.71553,6.461393,6.229062,6.304613,5.918059,6.591632,6.188277,7.429718,6.548864,3.838254,6.339744,6.803394,6.392969,6.413286,6.149539,6.456054,6.430498,5.984955,5.908983,6.222681,4.499209,6.247918,6.282249,6.956031,6.91884,6.286085,5.984969,6.888493,6.333357,6.254703,5.736939,6.672728,6.730858,6.510412,6.262624,5.876332,6.698381,5.503191
234,202779_s_at,6.450914,7.182809,6.29745,8.671748,7.393521,7.624172,6.920074,9.424221,7.168613,6.624367,6.447169,7.621091,8.179439,8.154787,7.220998,6.325953,6.681152,6.735806,8.196005,6.653793,7.801099,6.115264,6.745961,6.188269,9.758238,6.692775,7.278543,6.550335,7.746414,6.928909,7.56832,8.011609,6.435238,7.444098,7.937635,8.858473,7.701646,6.968185,6.59898,6.937683,7.116002,7.873335,8.087958,7.211749,7.120949,7.667237,7.725941,6.911519,7.634148,8.7897,6.447957,6.750823,9.526478,7.26801,6.304806,7.311181,6.919884,7.052557,7.417222,7.660364,7.368287,7.369703,7.764866,7.120913,8.05097,6.847032,7.52058,7.040338,7.884561,7.22179,7.406876,7.383578,7.721432,7.202047,8.171206,6.572185,6.274216,8.860175,6.752952,5.762601,8.050323,8.213097,6.773016,7.464204,8.509593,8.09109,7.06761,6.440248,8.511452,8.814295,8.634184,7.082339,8.121319,9.291346,7.763079,7.136969,7.230432,8.294575,7.15684,7.235764,6.564889,7.272841,7.463957,8.773403,6.566091,6.36234,8.253935,7.778153,7.462505,6.553172,7.013892,9.293448,8.273131,7.935222,7.165043,6.698391,7.997198,6.789882,7.22348,8.465501,6.405495,8.505284,7.192182,8.768529,6.460421,7.812281,7.629709,7.140697,8.882403,7.707861,6.91134,6.969224,8.059159,7.817939,7.940524,6.163229,7.672612,6.970412,7.125058,6.261691,8.638791,6.891275,9.004867,6.416359,8.776359,9.18566,7.264027,6.476618,7.803081,7.30875,7.153757,7.712343,8.276226,7.392648,8.734596,8.190052,7.101953,9.125075,6.843863
235,222234_s_at,5.537272,6.267803,4.105596,6.644594,6.338677,6.525305,5.080738,6.607835,5.66711,5.968631,5.708659,6.79144,6.271739,4.873452,6.250261,5.654404,4.959453,6.109168,6.346063,4.990247,6.048866,5.779129,5.8525,6.001699,6.511004,4.361684,6.435123,5.790127,6.341205,5.483678,6.022989,6.246135,5.73087,6.251508,7.406173,6.513176,6.913195,4.521572,5.825968,5.746819,6.399173,6.604994,5.337173,5.71363,5.951446,5.529616,6.260856,6.225879,5.381981,6.241829,5.06118,5.173581,6.545027,3.902982,6.491559,6.252456,5.632014,5.884765,7.573921,6.215992,6.347771,6.937712,6.249009,5.632569,6.145932,5.462418,6.289095,5.623656,6.041855,5.688844,6.211611,5.66217,5.858751,5.646753,5.970819,5.804403,5.307284,6.174831,5.137263,4.93882,3.768268,6.376074,3.836787,5.894872,6.834221,7.066497,6.295424,5.787311,6.114039,6.208605,6.831586,6.216934,6.736228,6.305426,5.101247,5.087318,5.899155,6.472265,4.528658,6.124946,5.03944,6.105239,5.377315,5.583879,6.196287,5.594406,5.765941,6.569625,6.43978,4.134673,6.012046,6.868607,5.019457,5.7254,5.781201,6.29864,7.591095,6.331322,6.159577,7.673836,4.346464,6.046035,4.574023,7.293972,5.08545,6.350352,4.809841,5.354622,6.985954,6.150179,5.755675,3.722891,6.829746,6.279282,5.687298,4.577387,6.733272,6.332031,5.746929,5.640673,5.995131,5.935709,6.921657,4.917647,6.41288,6.490185,5.753337,3.925849,5.842589,6.329335,5.548684,4.239442,6.577642,6.714242,6.546452,4.702637,5.664157,5.59274,6.186182
236,223004_s_at,8.139275,8.553746,8.614649,8.955897,9.038971,9.300063,9.079056,9.154122,8.723885,8.713102,8.439607,8.824372,9.496126,8.215416,8.967135,8.993002,8.530175,8.381648,8.747368,8.612389,9.372926,8.859089,8.842829,8.711122,8.975119,8.645407,9.30775,8.798232,9.185888,8.632971,8.680994,8.890533,8.655247,9.068928,9.504176,9.492602,8.759652,8.63198,8.48123,8.950488,8.915553,9.341714,8.657124,8.266273,9.10636,8.656305,9.206676,8.780012,8.540846,9.022188,8.598321,8.261109,9.65793,8.218344,8.695687,8.971518,9.38084,8.917692,9.10761,9.128616,9.151523,8.811665,8.704484,8.833573,8.660806,8.488032,9.004353,8.362829,8.913119,8.539357,9.006444,9.08545,9.059738,8.719312,9.379711,8.871049,8.960436,8.895798,9.067978,8.628625,8.752445,9.05746,8.98732,8.647134,9.422214,9.293177,9.122269,8.744305,9.584719,9.264418,8.702324,9.127504,9.070172,9.6262,8.904736,8.95263,8.971529,9.257493,8.727184,9.007545,9.233835,8.435104,9.060459,8.847566,8.777061,8.932769,8.904491,8.726953,9.12938,8.903603,8.997016,9.486701,8.991891,9.463683,8.838159,8.619896,9.520661,8.327786,8.872967,9.250194,8.627102,9.07599,8.878607,9.252359,9.062028,8.974933,9.237083,9.164463,9.298956,9.153114,8.322719,9.039266,9.310804,9.142087,9.414741,8.905226,8.656314,8.577728,8.305466,8.974744,8.832369,8.30857,9.166039,8.245009,9.449504,10.106012,8.716899,8.763986,8.561911,8.94046,9.094161,8.413882,9.112777,8.671285,9.247147,9.332789,9.248131,9.521785,8.388477
237,223383_at,6.299633,7.194852,6.925918,7.630426,6.91691,7.67888,6.971093,7.91546,6.998959,7.755052,6.486195,6.928123,8.048383,7.343188,7.369165,6.507906,7.026852,6.839656,5.896413,5.878545,8.141125,7.105565,7.395345,7.017696,7.505232,6.232836,7.003258,7.41945,5.451133,6.666708,7.206322,7.957851,7.38885,7.477009,7.760379,6.064204,8.000796,7.333994,7.167147,7.270026,7.48949,7.63354,7.276458,6.697959,7.286228,7.267693,7.66823,7.476693,7.802956,7.258848,7.548098,7.531202,7.8784,7.428502,7.347295,7.243849,7.79811,7.176159,7.824357,7.819636,7.608,7.491165,7.43993,7.603115,7.436314,7.314013,7.276712,6.71115,7.507063,7.177629,7.536483,7.645462,7.763912,7.604498,7.683149,7.318074,7.464223,7.405489,7.256233,6.110059,7.121525,7.562182,6.246676,6.493162,7.62071,7.105466,7.392099,6.812366,7.698044,7.409475,8.15381,7.383036,7.871489,7.66923,7.370818,7.522525,7.14435,7.810907,7.102434,7.057838,7.171773,5.024675,8.026613,7.081425,7.610162,7.321351,7.050643,6.868555,7.47537,7.457322,7.410836,8.245239,7.710482,7.577119,7.42114,5.155275,8.105104,7.095046,7.343825,7.880667,7.302352,7.429377,7.157037,7.632702,7.647208,7.464802,7.326912,7.071095,7.722747,7.905233,5.232082,7.422259,7.693745,7.426811,7.56544,5.648512,7.804467,7.190446,6.98526,7.083817,7.67249,7.896567,7.670906,7.12077,7.895249,8.183398,7.553871,6.881124,7.71493,7.596443,7.058348,7.52074,7.926276,5.695009,7.186498,6.389253,7.641175,7.487087,7.041667
