,Gene-Identifier,X211WA,X076ER,X164MY,X331HA,X011DA,X349LE,X288BE,X296NY,X215HE,X092NO,X261EN,X223LI,X154AN,X111MA,X379BA,X035SI,X158KU,X121LE,X183AN,X031ER,X075DA,X136ER,X174HE,X018GU,X142SW,X086LI,X330IG,X172SA,X304VE,X259AB,X376FR,X166JO,X085RY,X040TH,X185NY,X045OL,X372LU,X309EV,X307EG,X087BU,X138BR,X327EN,X319AN,X112FR,X204FA,X188AH,X216AN,X178WA,X281BR,X029AN,X240SM,X225KA,X192LA,X231CA,X132VI,X119AN,X048SA,X318KI,X095NI,X019ER,X380MO,X246TA,X341UL,X243BE,X347JA,X196SA,X325OS,X345VI,X115LU,X157HA,X041LA,X242KR,X377DE,X210NI,X161JO,X374BR,X123ER,X170FA,X028JA,X298LA,X003WI,X036AR,X229LA,X101GL,X049SA,X285FL,X187OL,X202NI,X171SO,X069EK,X373LI,X283AN,X276EK,X258VE,X005JO,X122FO,X282WI,X350JO,X310WI,X297PE,X352AN,X160LU,X027JO,X214WI,X137TH,X284JE,X268AR,X057FR,X191SA,X176TH,X146HO,X360RI,X054BO,X084GE,X213BI,X059HO,X128SA,X024BJ,X264LA,X150JO,X074KA,X072TE,X056EN,X089HO,X262SP,X014ER,X249LU,X126AS,X371AS,X055SV,X081UL,X079JA,X365MA,X275WE,X015HE,X165AN,X221LU,X333SI,X218BE,X260LI,X382GU,X361NO,X113SO,X199PO,X351OL,X356AL,X206RI,X219WO,X117KO,X184LO,X125WA,X063PE,X052ZA,X010BJ,X244SO,X071AV,X342BL,X336MO,X026NA
134,214937_x_at,7.959936,7.82054,7.582861,7.035516,7.712541,7.47024,8.019734,7.991041,7.099484,8.232352,7.493771,7.53323,7.141636,7.134653,8.430011,7.474624,7.768966,8.166708,7.149052,8.256546,7.202349,8.017078,7.386893,8.28807,7.458657,8.24273,7.628555,8.388378,8.860415,8.321684,7.494678,7.392291,8.164193,6.620822,7.355245,7.971105,7.467716,7.607796,7.761845,7.597388,7.792845,7.330089,6.901272,7.840298,7.457391,8.259725,7.689682,7.971641,7.149162,7.249172,8.024163,7.931782,6.947917,7.659179,7.937371,7.330378,7.549697,8.27134,7.874692,8.422348,7.547276,7.509233,7.526999,7.761009,7.26574,8.03875,8.073467,7.771374,7.08315,7.638901,8.337651,7.317339,7.575588,7.370313,6.948651,7.867429,8.172747,7.758884,8.628872,8.562741,7.550775,7.448387,8.444591,7.800455,8.351126,8.709757,7.159935,8.348645,7.790096,7.434903,6.813529,8.097204,8.677032,6.979589,7.887332,7.205023,7.942644,7.265927,7.667129,7.985808,8.030076,6.950839,7.35541,7.442056,7.507502,7.663545,8.28668,7.668237,7.506246,7.738422,8.153658,6.813647,7.203345,7.727348,7.946204,7.898484,7.680492,7.965537,7.924582,6.893483,7.471842,7.733696,8.144298,7.10182,7.834848,7.951228,7.399364,7.445658,7.376943,7.291495,8.130593,7.742313,7.918118,7.63715,7.543202,8.2333,8.714769,7.418841,7.750155,8.292929,7.124022,8.289867,7.242434,7.591746,6.619001,6.963201,7.819917,7.615864,7.586094,8.239607,7.447222,7.295788,7.97836,8.549162,6.714126,7.28749,8.407807,7.167523,7.844416
135,223397_s_at,4.913541,6.550649,6.472787,6.662085,7.096911,7.166286,6.955906,7.267712,6.100598,7.004771,4.977133,5.321188,7.107179,6.734142,7.112133,6.587268,5.529902,5.90996,7.646388,4.877198,7.523211,6.542357,6.682022,4.924638,7.076229,6.383015,7.109457,6.403542,7.113112,6.676627,6.592563,6.012159,7.095393,6.941005,6.846212,6.476114,6.984118,6.175664,6.393177,6.204806,7.154873,8.020988,6.80752,4.830213,6.200376,6.726886,7.025662,6.673579,4.27256,6.527987,6.497021,6.609951,6.55855,6.945031,7.031515,6.980072,7.607884,6.497155,7.44066,5.740627,7.120045,6.8157,7.275726,6.535307,6.733453,7.306418,7.234052,6.528049,6.572754,6.694085,7.019684,6.363248,6.796172,6.15843,6.515742,6.675335,6.939177,6.738988,6.159209,6.575817,6.406132,7.503333,6.207131,5.886165,7.325275,6.914236,6.951288,6.939249,6.610875,7.288127,6.992586,7.118422,6.797853,7.847054,6.613655,6.165955,7.272607,7.552565,4.875825,5.767522,6.792246,6.707634,7.410876,6.481933,6.379218,6.742369,6.007794,5.140893,6.659109,6.774172,6.613304,6.990291,7.629524,6.64836,6.473618,6.354643,7.241644,5.459124,7.108608,6.855592,5.669153,7.252154,6.718376,6.840177,7.056966,7.879271,6.517643,6.480718,7.201762,6.659713,5.080775,6.303329,7.717641,6.153658,7.186476,6.602234,7.184971,6.450436,6.852035,6.755576,6.819581,3.770641,7.350773,5.555983,6.523542,6.894195,6.551441,5.696082,7.306094,6.57005,6.18222,4.78722,6.427887,6.556714,5.830567,6.533162,6.89195,7.173505,6.000196
136,221597_s_at,7.252486,7.07275,7.380369,7.836805,8.145152,7.934228,7.283523,8.407528,7.221435,7.372989,6.980566,7.594793,7.977791,7.406604,7.857022,7.479904,7.190875,7.732516,8.280377,7.464705,8.778903,7.481626,7.687968,7.133002,8.197272,7.492321,7.869028,7.457569,7.57785,7.265344,7.370068,7.764714,7.39482,7.463677,8.719238,7.867191,7.416207,7.269627,7.308442,7.508573,7.960295,8.249854,7.876191,7.264031,7.724272,7.605196,7.928354,7.471217,7.309879,7.748862,7.451208,7.302912,8.241832,7.437212,7.384027,7.530037,7.878343,7.41413,8.434197,7.857197,8.008639,8.179367,7.725017,7.389645,7.526684,7.328754,7.388434,7.843728,7.397053,7.406928,7.8766,7.409943,7.410664,7.438375,7.810501,7.740109,7.564619,7.52388,7.090397,7.416574,7.154495,7.891514,7.407686,7.696869,8.70895,7.714099,7.842344,7.240772,8.565933,7.882812,7.640359,7.582917,7.989644,8.395745,7.438677,7.635022,7.551574,8.153945,7.273729,7.776483,7.526114,7.810533,8.026643,7.538384,7.612475,7.684717,7.358942,7.609695,7.737122,7.712287,7.152654,7.897157,8.433298,7.510902,7.40046,7.341087,7.40205,7.5903,7.484053,8.565728,7.254749,7.875977,7.573758,7.87697,7.548589,7.893644,7.793352,7.42521,6.941788,7.555407,7.641559,7.645232,7.747579,7.493093,7.689534,7.210586,7.821073,7.16867,7.144759,7.422892,7.613731,7.397685,8.180739,7.287717,7.783027,8.357994,7.397765,7.293399,7.975813,7.305254,7.38153,7.068369,8.614695,7.639448,8.017871,7.551206,7.632659,7.824111,7.327427
137,203937_s_at,5.594417,4.558338,5.636466,5.365369,5.789004,4.870158,5.684863,5.796339,4.642641,4.380129,5.632922,5.410938,4.215764,4.423635,4.747903,3.879863,4.260311,5.367323,5.851189,4.218759,5.914428,4.274698,5.61235,4.212105,4.192752,5.667789,4.743078,4.680769,4.220283,4.744857,5.734612,3.932534,5.691384,5.292699,5.761308,5.254707,4.420437,5.599354,6.032179,5.685649,4.82748,4.575793,5.440468,5.635595,5.267104,4.148194,5.508732,3.899638,5.265046,5.681376,5.580167,5.747939,5.29087,5.702256,4.311636,4.924109,3.851339,5.039681,5.079177,4.972548,5.891935,5.671568,5.521083,5.321816,6.213639,5.144385,3.791528,4.660845,5.107669,5.333088,6.034043,4.190116,5.112637,5.13876,5.560459,5.299424,5.247131,5.623433,5.183723,4.807766,4.271492,4.523265,5.394079,5.701469,5.520166,4.999115,5.04849,5.33822,5.514951,6.004122,5.968814,5.173081,4.5438,5.329679,5.775157,5.883373,5.230372,4.080866,4.330207,4.326671,5.665588,5.982801,5.694467,5.179384,5.644867,4.273532,4.718139,5.318337,4.525283,5.274643,5.561175,5.878694,6.084129,3.944935,5.366273,5.281368,5.40239,5.313059,3.663783,4.729363,5.395921,5.581773,5.174378,5.489532,5.118856,5.56662,5.089319,5.83953,6.066833,5.95904,5.256655,5.035143,5.419736,5.859196,5.100819,5.798301,5.272006,5.216741,4.333698,5.558569,4.615311,4.911344,5.845625,5.800086,5.619159,5.940003,5.613156,3.812815,5.633146,4.001581,4.902383,5.645849,5.750046,4.908781,4.641203,5.31818,5.682781,5.805867,4.594016
138,201778_s_at,9.177911,8.901744,8.795976,8.707209,8.850558,8.828469,8.824647,8.201862,8.806584,9.033919,8.846157,8.892678,8.916803,8.802679,9.219915,9.113972,8.772775,8.700084,8.478476,8.846085,8.374036,8.870781,8.793406,8.991828,8.657076,9.024858,8.688893,9.078539,8.969868,9.246051,8.735551,9.010224,8.936742,8.874195,8.497607,8.611122,8.420504,8.76445,8.806491,9.135239,8.828641,8.560502,8.509456,8.825639,9.161684,8.882728,8.816589,9.352073,8.798042,8.383382,9.377559,9.057489,8.623906,8.915348,8.750688,9.091723,8.821161,8.827735,9.000229,9.570259,8.547615,9.090057,8.607611,8.895691,8.559065,9.018985,8.735385,8.832832,8.532578,9.223316,9.077216,8.59855,8.992609,8.809513,8.460309,9.038733,9.47569,8.330424,9.027711,9.32922,9.174228,8.183234,9.02104,8.826342,9.364691,9.053905,8.808523,9.021296,8.632214,8.38826,8.373036,9.047551,9.002936,8.143527,8.885719,8.996586,8.996452,8.579363,8.909696,8.825495,9.059761,8.496458,8.961612,8.553055,8.612417,9.238104,8.882416,8.803966,8.443252,9.074129,9.186081,8.702261,8.707756,8.971039,8.991579,8.468354,8.447141,9.050104,8.513029,8.6537,9.115371,8.97834,9.157258,8.810184,9.02355,8.434224,8.965372,9.283869,8.873581,8.348201,8.808103,8.999868,8.591122,8.763486,8.600651,9.44593,8.69008,8.767545,8.627101,9.115142,8.392942,8.837204,8.260138,8.988055,8.488663,8.280394,8.989308,8.882757,9.025733,8.961636,9.098037,8.598473,8.568977,8.937647,8.66944,8.683686,9.16549,8.904341,8.727978
139,227094_at,7.664182,8.179715,7.967645,8.712187,7.914109,8.50329,7.866666,8.642407,8.351151,8.252343,7.66346,8.562829,8.783345,8.274946,8.149098,8.345277,7.797427,8.46277,7.963354,8.22045,8.786356,8.067201,7.939361,7.869123,8.361141,7.851557,8.221394,8.077873,8.324106,8.165232,8.161428,8.633184,8.14413,8.1921,8.676805,8.911037,8.545269,7.622661,7.479647,8.039674,8.468988,9.640423,7.574631,7.77812,7.827313,8.254472,9.183396,7.813448,7.731482,9.521609,7.938895,7.536005,9.187385,7.397928,7.939944,8.31754,8.574324,8.161688,8.448959,8.650076,8.441755,9.080597,9.060783,7.994166,8.914675,7.728584,8.785113,8.33444,8.430263,7.940015,8.347894,7.885288,8.272995,7.903515,8.522571,8.432025,8.304192,9.420667,8.252386,8.042139,8.325531,8.841961,8.291472,8.367048,8.416738,9.127327,9.07576,8.08973,8.574399,7.516068,8.093635,8.218667,8.160312,8.556174,8.615707,8.486099,8.504815,8.61745,8.260776,8.025514,8.068903,8.108854,8.250919,9.333766,7.875269,8.024675,7.812767,8.357141,7.906251,7.804382,7.792437,8.876074,8.117661,8.47452,8.349932,7.971958,8.992818,8.404012,8.622505,8.824706,7.782766,8.368272,7.717464,8.634985,8.551726,8.51603,8.74228,8.289014,8.833348,8.988134,7.653737,8.207567,8.372182,8.790725,8.803013,8.408676,8.574323,8.367115,7.46501,8.424465,8.262521,8.208526,8.477449,7.521195,9.157786,9.234241,7.956413,7.724028,7.655003,8.651403,8.587116,7.996398,8.194047,7.985026,8.19913,8.528642,8.877334,9.613905,7.878205
140,240572_s_at,6.502413,6.995365,7.442167,6.758156,6.558375,6.897953,7.440761,6.949594,6.237692,6.932219,6.586571,6.839203,6.982657,4.588254,6.09295,7.168887,6.612497,7.306254,5.541495,6.599787,6.522676,6.695265,6.116331,6.78347,7.405565,6.292696,6.500951,7.157077,6.982435,5.949694,7.072839,6.46463,6.662107,7.238281,6.813175,6.519416,6.784346,7.013451,6.640023,6.898838,6.716154,6.967387,6.602671,6.922624,6.496566,6.946961,6.54778,7.060043,7.453566,7.314471,6.596701,5.658651,7.418152,5.110686,6.222622,7.618463,7.036196,6.795459,7.124486,6.39057,7.047348,7.268747,6.540411,6.775213,7.336468,6.413289,6.891178,5.419136,6.764706,6.965944,6.946596,6.347677,6.500515,6.982311,7.090427,6.942267,6.990613,5.832783,6.344668,6.445651,6.736416,6.845704,7.020281,6.886791,5.659947,6.547114,6.343726,6.689092,6.745634,7.281693,6.427878,6.379383,4.142196,6.719518,6.891253,6.368442,7.090555,6.817753,6.791882,6.838263,6.9691,6.82196,7.442975,7.041905,7.032781,7.313005,7.257259,6.023966,7.625829,6.910408,7.055305,6.997846,6.532037,7.412182,6.77774,6.715645,6.215569,5.457526,6.707393,7.133884,5.947806,6.611657,6.906827,7.108372,6.383417,6.753698,7.092814,6.603201,6.260238,6.917562,6.583795,6.750951,6.743891,7.563565,7.520621,6.267389,6.862994,6.067249,6.119923,6.8219,7.533198,6.320974,6.580947,4.211767,6.828702,7.583769,6.327486,6.474744,6.840654,7.042618,6.565019,6.54366,6.631887,4.562223,7.12058,6.559792,6.85682,6.34702,6.898719
141,226250_at,7.655475,7.251358,7.52183,7.294142,7.431952,7.519672,7.346616,7.423692,7.627788,8.345262,7.66397,7.12005,7.674362,7.244517,8.080558,7.494251,8.083495,7.177989,6.838221,7.233042,6.622997,8.204981,7.633562,7.350022,7.277525,7.877707,8.01429,7.452761,7.85378,7.514735,7.189434,7.654141,7.723439,7.062764,6.998075,7.155244,6.869819,7.671784,7.608547,7.914583,7.184074,7.258352,7.444634,7.290309,7.479162,7.416716,7.59059,7.412297,7.607611,6.599355,7.782769,7.428364,7.042622,7.768005,7.795074,7.112786,7.731578,7.431882,7.446644,7.822107,7.630697,7.360522,7.822871,7.785916,7.370997,7.832677,7.7408,7.623463,7.240466,8.045249,7.424214,7.624012,7.975673,7.523664,6.734311,8.225116,8.74244,7.009104,7.047497,7.569999,7.052888,7.023849,7.639439,7.191354,8.358006,8.300705,7.41545,7.564687,8.166667,7.255885,6.840347,7.649915,6.993398,7.01296,7.255215,7.263159,7.302104,6.503877,7.539267,7.688613,9.049286,7.592917,7.217728,7.475193,7.520271,8.551281,7.277273,7.496718,7.326247,8.275202,7.542665,7.222811,6.43859,7.154069,7.820974,7.004596,7.646608,7.334443,6.980538,7.557171,7.814033,7.263977,7.826657,7.270794,7.792237,7.574092,8.033557,7.652422,7.044112,7.240996,8.046279,8.06673,7.499719,7.336791,6.950313,8.874883,7.319881,7.414751,7.367275,7.942166,6.79033,7.269324,7.429393,7.379676,7.261728,7.52435,8.179303,7.799737,7.069943,7.555049,7.765333,7.342083,7.574997,7.326804,8.158666,7.830187,7.80373,7.615391,7.490909
142,218542_at,3.698115,6.232314,4.707237,6.912472,6.40176,6.897524,6.175198,6.652456,5.780935,5.88173,5.010393,6.332319,5.796753,6.859848,5.472938,4.471685,5.630989,5.473017,6.803685,6.066909,6.945364,5.305302,5.258407,5.541186,6.758132,5.082556,6.16611,5.542812,6.529948,5.203109,6.412257,6.92611,6.054093,6.645343,6.609313,7.865376,7.127826,5.902285,5.773168,6.090959,6.847027,7.121917,6.480473,5.039796,5.660232,6.747502,6.836749,4.94404,6.029271,7.630299,5.830944,4.855745,7.176276,5.246399,5.994789,6.446584,6.852611,5.866695,6.582085,5.951753,6.464748,6.244388,7.474328,5.697609,7.06479,5.616233,6.619312,6.246925,7.067507,6.151911,6.414154,6.270075,5.943647,5.823891,6.67812,6.085049,4.309095,7.794025,5.866033,5.590274,6.929836,7.054334,5.62368,6.190436,6.169953,6.26718,6.471473,5.66447,6.308088,6.729392,7.447122,6.182298,6.455053,7.659686,6.296882,5.839821,6.146882,6.53841,6.026366,5.593343,6.22007,5.669425,6.039359,7.329115,4.982208,4.586329,6.224999,6.203796,6.442535,5.020542,6.085814,6.625345,6.861547,6.970761,5.017229,6.466367,7.52991,6.441372,5.871312,6.117102,4.835575,7.677465,5.65439,6.636447,6.166867,6.575388,5.707819,6.369649,7.421497,6.645206,6.011657,5.224714,6.990456,6.784043,7.333846,3.339094,6.089382,5.645647,5.778169,5.004164,7.043904,5.470889,7.59905,5.133804,7.174145,6.608312,6.284698,4.769279,6.769934,6.464726,5.992719,5.872883,5.507817,6.198184,6.946931,6.373989,6.5794,7.64283,5.894089
143,213007_at,5.758051,6.030387,5.849518,6.643501,6.361152,6.557446,6.098847,7.111254,6.533553,6.2057,5.40183,6.988611,6.46802,6.800488,6.249864,6.135402,6.038566,6.055733,7.017995,6.396248,6.313854,5.365859,5.887885,6.011711,6.211307,5.908563,5.739862,6.05021,6.306525,6.140794,6.495667,6.223514,5.801215,6.69046,6.408386,7.492396,6.577454,6.010347,6.303782,5.945584,6.951052,7.030282,7.256637,6.348718,6.425538,6.602775,6.880994,5.057385,6.310489,7.178057,6.305347,6.469483,6.715398,6.291945,6.422109,6.131828,7.029834,6.031101,6.667699,6.19152,6.535725,7.093373,7.239888,6.226612,7.433095,5.993066,6.676425,6.545441,6.144812,6.203792,5.897703,6.542575,6.107731,6.634796,7.163371,6.256237,6.040522,7.000539,6.179405,6.118711,7.265714,6.961539,6.298227,6.329224,6.051437,6.794437,6.952375,5.814618,7.173725,7.838899,6.781927,6.507596,7.131438,7.215908,6.480093,6.801889,6.775476,7.120171,5.884984,5.940023,6.134508,6.237949,6.398909,6.846611,6.147976,5.93722,6.371959,6.23448,6.758919,5.798857,5.800547,6.94454,6.969644,7.00257,5.984676,6.239604,8.129653,6.620468,6.472905,6.780119,5.783334,7.38273,6.278562,6.90836,6.178193,7.120153,6.142914,6.221342,7.30367,6.755022,6.960993,5.866528,7.133336,6.446779,6.63166,5.544356,6.854089,6.08344,6.212808,5.680454,6.93602,6.406464,7.325609,6.361504,6.831616,6.998379,6.438181,5.90829,6.445327,6.61354,6.78108,6.257931,6.827442,6.564993,6.681072,6.524292,6.661225,6.380266,6.319645
144,228064_at,7.114081,6.962688,7.569953,5.284133,6.691607,6.858611,7.278209,6.651449,7.236254,6.563493,7.669823,6.958523,7.78465,7.445661,7.018839,7.787503,6.909811,7.109436,5.682458,7.121954,7.544085,7.396511,7.192001,7.249428,6.557072,7.281521,7.255778,7.330968,6.224124,6.933755,6.99004,7.44728,6.589093,7.288876,7.748156,6.941078,7.146797,7.577861,7.024243,6.325535,6.958021,6.986456,6.840604,7.556968,5.360579,7.581082,7.19298,7.087165,7.423171,7.674127,6.959883,7.453074,7.412639,7.455856,7.346403,7.151048,7.535512,7.512419,7.862194,6.365206,7.433702,8.311568,7.218206,7.06692,4.153497,7.140971,7.306938,6.164252,7.455407,6.922947,6.505113,7.022127,7.532705,7.604894,7.553802,7.671649,7.056418,7.042403,6.596105,7.305522,6.537314,7.421161,7.189844,7.403841,6.442382,6.789411,7.444501,7.279358,4.00561,7.4494,7.082559,7.457798,7.283323,7.471447,7.203298,7.535209,7.070023,6.609882,7.10876,7.236349,6.479598,7.072453,7.218869,7.911524,7.741174,6.700636,6.383584,7.730562,8.126272,5.214302,7.126013,7.29568,6.83697,7.175793,8.090963,7.681681,6.897317,7.095979,7.657325,7.425227,6.834584,6.8962,6.163531,7.045462,6.873734,7.170323,6.790337,6.966555,7.868112,7.473272,6.243818,6.930733,6.737381,7.494677,6.793599,6.263113,6.925586,7.059534,7.84484,7.402643,6.999363,7.187189,7.279107,7.38214,7.599285,7.592966,6.519039,7.308676,7.84507,6.742049,6.850728,6.860499,7.093525,6.526543,7.731693,7.596066,7.758935,7.849566,6.890963
145,223570_at,6.521847,4.673458,6.542082,7.24045,6.333571,6.124511,7.06639,6.986996,5.488496,6.046105,5.82293,6.601208,6.568587,6.804716,6.413654,6.046803,6.173636,6.101155,6.581683,6.064699,6.140104,6.00708,6.321577,6.942875,6.241444,5.947512,6.126801,6.278379,6.428398,5.920897,6.822967,6.66775,6.130369,6.591702,6.718126,7.081146,7.024922,6.663737,6.135484,6.134232,6.497206,6.978554,6.571739,6.414269,6.35889,4.812363,6.856094,6.250955,6.742199,7.070452,6.098611,7.690026,7.206661,6.799544,6.824001,6.120283,7.171083,6.359351,6.959239,6.433033,6.586573,6.866019,7.369078,5.691143,7.06734,6.691552,6.757235,6.341486,7.208518,5.634795,6.44174,6.623194,4.519821,6.470108,6.93495,5.886792,5.333263,7.564838,5.683437,6.387831,7.211949,7.105092,6.28828,6.708613,5.162957,6.476244,6.981639,5.910231,6.192941,7.179206,6.7877,6.316404,7.170456,7.211328,6.905675,6.717127,5.963477,6.902361,6.040812,5.514503,6.559903,6.470616,6.194455,7.186698,5.377085,5.799102,7.132885,6.243825,6.701199,6.598485,6.762514,6.968769,6.862359,6.34406,7.072552,6.592833,7.386248,6.065841,6.790982,6.369282,6.303588,6.465377,6.386145,7.129466,6.517038,7.09028,5.835257,6.257753,7.238604,6.261374,6.990349,5.886303,6.819051,6.55957,6.161544,3.726612,6.979587,6.227353,7.60461,5.589543,6.443144,6.313468,6.910875,7.687067,7.334739,6.818401,5.860201,6.116948,7.894776,6.333017,6.533404,5.999204,6.240922,6.194706,6.941532,6.643005,6.43734,7.392997,4.429146
146,203967_at,4.405279,5.568864,5.171157,6.842863,5.718461,5.841942,5.870784,6.774359,5.700905,4.684158,5.727088,5.257056,5.624459,5.690464,5.344699,5.371888,4.759038,5.534142,5.763633,5.117587,6.440565,4.865778,5.344001,5.392825,5.831977,5.133947,5.205088,4.428683,5.857241,5.045187,6.081914,4.795099,4.897008,7.039087,7.510526,6.810631,5.886598,5.541291,5.06902,4.187583,5.543153,6.312702,5.953392,5.673629,5.234967,4.902037,6.274612,5.245552,5.412413,6.590835,5.417661,4.566551,5.382005,5.074763,5.55702,5.829979,6.225999,5.464221,5.523021,5.258606,5.019997,5.891689,6.159982,5.79741,6.208581,5.29457,5.591831,5.041967,6.000269,5.243625,5.126603,6.166322,5.037346,7.143883,5.894928,5.210944,3.193091,6.666754,6.271883,5.344071,5.55773,6.177317,5.179677,5.546093,4.971423,5.364539,6.644306,4.542651,5.866907,6.123125,6.154837,5.1362,5.916345,6.612331,6.115506,6.750109,5.582084,6.564226,5.796812,5.473004,5.20154,5.427203,5.975824,6.542317,5.730631,4.366713,5.636995,5.531557,6.46269,5.227585,5.113672,5.987322,5.812777,6.143859,5.15736,5.507218,6.458466,5.11396,6.062834,7.867564,5.279506,6.707532,5.50653,6.055557,5.285114,5.936649,5.676941,5.217026,6.351827,5.747662,5.154345,3.056412,5.958632,6.138905,6.202131,4.066561,5.797016,4.806088,5.338385,4.798564,6.095842,5.508442,6.836587,5.790768,6.906712,5.851391,5.54252,4.450825,5.33645,4.84081,5.90152,5.525022,6.293079,5.715201,5.743955,5.151013,5.708756,6.290654,5.405912
147,222979_s_at,8.702657,8.347286,8.570564,9.18919,9.356369,9.058855,8.259477,9.101281,8.26134,7.76556,8.349405,8.113725,10.070535,8.558882,8.260299,9.263575,8.428337,9.008933,8.702697,8.348821,9.372545,8.288887,8.967758,8.183731,9.186824,8.254524,8.660216,8.68974,9.17882,8.838599,8.715656,8.488081,8.294993,9.138056,9.201181,8.932339,8.363524,8.885031,8.221728,8.420412,8.591059,9.046327,8.970288,8.339424,9.021844,9.164723,8.69716,8.862142,8.810865,8.839687,7.885175,8.383675,10.225913,8.810413,7.806883,8.982382,8.966213,9.041228,8.863999,8.469914,9.304862,8.649255,8.003889,9.012268,9.017664,8.169793,8.849659,8.013362,8.753482,8.342609,8.88862,8.798056,8.171522,8.54656,8.842739,8.695285,7.771596,8.962233,8.714576,7.856159,8.125023,9.069868,8.922544,8.290466,8.788372,8.959862,8.390877,8.006819,9.338773,8.291865,8.832991,8.630966,8.628535,9.412579,8.888478,8.879865,8.552914,9.447706,9.372914,9.214387,7.941532,8.169333,9.300288,9.063861,8.591392,8.38144,8.747113,8.893408,8.625927,8.48675,8.488118,9.528143,8.819397,8.891335,8.919821,7.675378,7.927467,8.982065,8.685759,9.239463,8.298614,8.132686,8.48058,8.64709,8.204476,8.236972,9.628212,8.355995,8.188907,8.889554,7.766686,8.557555,8.620942,9.213032,9.417185,7.88284,8.603924,8.804475,8.702823,8.284355,8.982461,8.328858,9.216285,8.383598,9.210135,9.513869,7.941594,8.432711,8.598459,8.56803,8.990152,8.333669,8.883648,9.179818,9.344097,9.153532,8.114645,9.578031,8.626466
148,201923_at,8.103274,7.770882,8.415507,8.882871,8.990074,9.096353,8.550666,8.900702,8.338352,8.467055,7.608128,8.133282,9.136996,9.134667,9.070861,8.34172,8.116346,8.390761,8.286351,7.981991,9.120835,8.387586,8.550694,8.24655,9.045841,8.362387,8.702993,8.036849,8.373831,8.117901,8.290882,8.767313,8.375428,9.179866,9.268749,9.490765,8.158851,8.108109,8.79183,8.55854,8.942352,9.144631,8.477805,8.293834,8.536311,8.612103,8.629302,7.941491,8.412582,9.274596,8.380084,8.242497,10.010083,8.730431,8.020049,8.67253,9.006906,8.405559,8.955623,7.965325,8.921507,8.610244,8.262124,8.65294,8.889885,8.661811,8.781069,8.029807,7.823424,8.614619,8.465933,8.579273,8.695575,8.057812,8.548637,8.740148,8.398597,9.88205,7.663502,8.477325,8.651461,8.530557,8.441439,8.303544,9.331338,8.600574,9.534801,8.257171,9.513771,9.167525,8.754866,9.004157,9.057207,9.150448,8.497848,8.757092,8.311092,9.339986,8.33299,8.911569,8.61188,8.156849,8.94554,9.118923,8.072683,8.331956,8.474634,8.629423,8.609963,9.276799,8.397097,9.084189,9.20764,8.659913,8.377135,7.846606,9.943126,8.112216,8.69382,9.004984,8.113347,9.186139,8.54228,8.850544,8.518489,8.193192,8.731389,8.41077,8.874492,8.829669,8.784185,8.47162,8.97868,8.412296,9.237853,8.46161,8.583192,8.377487,8.363595,8.434544,8.402546,8.314967,8.568451,8.094786,9.132185,8.667404,8.433393,8.46819,8.591794,8.271223,8.434759,7.828104,9.075285,8.170499,9.340212,8.894413,8.803316,9.626829,7.892945
149,209598_at,6.840947,6.934123,6.13813,5.459251,5.679958,6.025452,5.870784,5.185759,5.693584,6.409314,6.181803,6.768969,5.364176,6.068562,5.522372,5.99667,6.308391,5.974596,5.967355,5.864722,5.606786,6.235196,6.10333,5.163544,5.380582,6.525445,5.659114,7.256669,5.650445,5.871936,5.99966,6.288879,6.248258,5.388074,5.696568,5.849474,6.663546,6.419341,5.570957,6.119916,5.908382,5.560109,6.265307,6.845715,6.453634,5.974779,5.526071,6.215646,5.836802,5.367934,6.327599,5.965258,5.750442,5.772648,5.812277,7.491941,6.269588,5.974969,6.445178,4.443454,5.89919,4.725608,5.358831,6.174321,5.408368,5.907724,5.716949,6.336174,5.820026,6.680606,6.863296,5.918486,6.514634,6.259331,5.692595,5.879699,7.498445,6.854655,5.901297,6.339797,6.197585,5.71875,6.44985,6.31405,5.245442,6.389194,6.068399,5.971673,5.311897,5.171794,5.948453,6.867622,3.218625,5.384701,6.901262,5.738639,6.816006,5.610098,6.587532,6.132399,6.711039,6.261044,6.628113,5.73848,6.123431,6.353101,7.489771,5.422518,5.076576,6.772337,6.113187,4.511721,5.803748,5.414917,6.781106,6.283728,4.540391,5.004566,6.191713,6.180658,6.371259,5.914018,6.761438,5.66961,6.134776,5.697648,7.310557,6.334905,5.779456,4.929304,6.282516,5.841058,5.543819,5.444833,5.976389,6.823937,6.510632,6.01149,5.823456,6.4237,5.925396,7.113425,5.938124,6.850529,5.385347,6.075384,5.875311,6.414231,5.832815,7.45053,5.708332,5.419872,5.302983,5.594109,5.832949,5.950382,5.703734,5.066437,6.027506
